College Name,Accepted Skills,Projects
Sardar Vallabhbhai Jodhpur,Docker | Go | GraphQL | Kubernetes | Matplotlib | PostgreSQL | RabbitMQ | Redis | Terraform,Blog CMS | File Sharing Service | Regex Visualizer | Spam Filter
Sardar Vallabhbhai Kochi,Django | FastAPI | Go | Java | Kubernetes | OpenCV | Redis | Swift,Course Planner | Handwriting OCR | IoT Sensor Monitor | Multi-tenant SaaS | Network Packet Sniffer | Portfolio Website
Sardar Vallabhbhai Kolkata,Azure | Docker | Express | Java | Kafka | Linux,Blockchain Wallet Demo | Log Parser | Multi-tenant SaaS | Quiz App | Weather Dashboard
Sardar Vallabhbhai Kozhikode,GCP | Node.js | PostgreSQL | Redis | TDD | TypeScript,AR Ruler | Blog CMS | Course Planner | Crypto Arbitrage Bot | Expense Splitter | IoT Sensor Monitor | Scheduling System
Sardar Vallabhbhai Lucknow,FastAPI | Go | Kafka | Pandas | PyTorch | RabbitMQ | React | Socket.IO | Tailwind CSS,Auto-Grader | File Sharing Service | Fitness Tracker | Handwriting OCR | Spam Filter
Sardar Vallabhbhai Madurai,C | Kotlin | Linux | Node.js | NumPy | RabbitMQ,Auto-Grader | Code Editor Lite | Compiler Tiny | Image Classifier | Job Portal | Todo API
Sardar Vallabhbhai Mumbai,C | Kafka | NumPy | OpenCV | PostgreSQL | Terraform | TypeScript | scikit-learn,Anomaly Detector | E-Commerce Site | Expense Splitter | Face Detection Tool | Handwriting OCR
Sardar Vallabhbhai Mysuru,Docker | GCP | Kotlin | PostgreSQL | RabbitMQ | scikit-learn,Anomaly Detector | DB Index Visualizer | Expense Splitter | Multi-tenant SaaS | Quiz App | Sentiment Analyzer | Traffic Simulation
Sardar Vallabhbhai Nagpur,Express | Flask | Git | MongoDB | Python | Storybook | Swift,File Sharing Service | Social Graph Analyzer | Spam Filter | Speech-to-Text | Stock Price Tracker | Todo API
Sardar Vallabhbhai Noida,Agile | GraphQL | Kubernetes | Linux | Pandas | Socket.IO | Storybook,Chat App | Fraud Detection | Multi-tenant SaaS | Scheduling System
Sardar Vallabhbhai Ongole,Azure | Docker | Express | FastAPI | GCP | Pandas | React | TensorFlow | TypeScript,Code Editor Lite | IoT Sensor Monitor | Note Taking App | Traffic Simulation
Sardar Vallabhbhai Patna,Express | Git | Linux | React | Rust | Tailwind CSS | Terraform,Code Editor Lite | Fitness Tracker | Handwriting OCR | Log Parser | Quiz App
Sardar Vallabhbhai Pune,Azure | C | Django | Express | FastAPI | GCP | MongoDB | Pandas | React | Redis,Course Planner | Crypto Arbitrage Bot | Fraud Detection | IoT Sensor Monitor | Log Parser | Social Graph Analyzer | VR Gallery
Sardar Vallabhbhai Quilon,Docker | Express | FastAPI | Go | Pandas | Storybook | Swift | Terraform | scikit-learn,E-Commerce Site | Edge Caching Simulator | Log Parser | Multi-tenant SaaS
Sardar Vallabhbhai Raipur,AWS | CI/CD | Docker | Git | Java | MongoDB | RabbitMQ | Socket.IO | Storybook,Blog CMS | Edge Caching Simulator | IoT Sensor Monitor | Note Taking App
Sardar Vallabhbhai Ranchi,Django | Docker | GraphQL | Linux | Node.js | PostgreSQL | PyTorch | Terraform | TypeScript,AR Ruler | Anomaly Detector | Compiler Tiny | File Sharing Service | Forum Platform | Note Taking App | Search Engine Mini
Sardar Vallabhbhai Salem,AWS | CI/CD | Docker | GCP | Java | Kubernetes,E-Commerce Site | Edge Caching Simulator | Expense Splitter | Handwriting OCR | Map Routing App | News Aggregator | URL Shortener
Sardar Vallabhbhai Surat,Elasticsearch | Go | NumPy | OpenCV | Python | TDD,Blockchain Wallet Demo | Expense Splitter | Handwriting OCR | Job Portal | Note Taking App | Portfolio Website | Recommendation Engine
Sardar Vallabhbhai Thane,Bash | C++ | CI/CD | Django | Flask | Java | Kubernetes | Matplotlib | RabbitMQ | React,Compiler Tiny | Course Planner | News Aggregator | Regex Visualizer | Spam Filter | Speech-to-Text | VR Gallery
Sardar Vallabhbhai Thiruvananthapuram,C++ | CI/CD | Go | GraphQL | Node.js | PostgreSQL,File Sharing Service | Job Portal | Search Engine Mini | Spam Filter | Speech-to-Text | Traffic Simulation
Sardar Vallabhbhai Thrissur,GCP | Linux | Redis | Storybook | TensorFlow,AR Ruler | Fitness Tracker | Handwriting OCR | Image Classifier | Portfolio Website | Quiz App | Recommendation Engine
Sardar Vallabhbhai Trichy,Agile | Docker | FastAPI | Kotlin | Matplotlib | React | Rust | TensorFlow | Terraform,Fraud Detection | Music Streaming Prototype | Network Packet Sniffer | News Aggregator | Note Taking App | Quiz App | URL Shortener
Sardar Vallabhbhai Udaipur,Azure | Docker | GCP | Go | Java | NumPy | Pandas | TensorFlow | Terraform,Anomaly Detector | Forum Platform | Gesture Recognition | Memory Allocator Demo | Recommendation Engine
Sardar Vallabhbhai Varanasi,Elasticsearch | FastAPI | Git | Linux | Pandas | RabbitMQ | React | Storybook | Tailwind CSS | scikit-learn,Edge Caching Simulator | Fitness Tracker | Social Graph Analyzer | Weather Dashboard
Sardar Vallabhbhai Vijayawada,Express | Flask | GraphQL | Socket.IO | Storybook | Swift | TDD | TensorFlow | TypeScript | scikit-learn,Chat App | Fitness Tracker | Forum Platform | Image Classifier | Search Engine Mini
Sardar Vallabhbhai Visakhapatnam,AWS | Django | Docker | Express | GCP | Kafka | React,DB Index Visualizer | E-Commerce Site | Event Ticketing | Log Parser | Network Packet Sniffer
Sardar Vallabhbhai Warangal,Agile | Express | Go | Kafka | Node.js | NumPy | scikit-learn,E-Commerce Site | Expense Splitter | Forum Platform | Job Portal | Stock Price Tracker | Traffic Simulation
Sardar Vallabhbhai Xavierabad,C++ | Elasticsearch | Git | Kotlin | Storybook | TensorFlow | TypeScript,Job Portal | Memory Allocator Demo | Network Packet Sniffer | Portfolio Website
Sardar Vallabhbhai Yamunanagar,C | FastAPI | Kafka | MongoDB | TensorFlow,Course Planner | Crypto Arbitrage Bot | Edge Caching Simulator | Job Portal | Music Streaming Prototype | Smart Attendance | Spam Filter
Sardar Vallabhbhai Zirakpur,Azure | CI/CD | Flask | Kubernetes | Matplotlib | Node.js | Python | React | Rust | Tailwind CSS,AR Ruler | Blog CMS | Fraud Detection | Scheduling System
Savitribai Phule Aaravpur,Azure | Elasticsearch | Node.js | PostgreSQL | PyTorch | RabbitMQ,Chat App | Course Planner | File Sharing Service | Gesture Recognition | Map Routing App | Smart Attendance
Savitribai Phule Amritsar,Express | Kafka | Kotlin | MongoDB | Storybook | TensorFlow,Anomaly Detector | Course Planner | Expense Splitter | Multi-tenant SaaS
Savitribai Phule Baroda,AWS | C++ | CI/CD | FastAPI | Pandas | PostgreSQL | Rust,Compiler Tiny | Memory Allocator Demo | Music Streaming Prototype | Portfolio Website | Quiz App | Sentiment Analyzer | Weather Dashboard
Savitribai Phule Belagavi,Kubernetes | PyTorch | Storybook | Swift | TypeScript,Anomaly Detector | Chat App | Crypto Arbitrage Bot | Expense Splitter | Note Taking App | Recommendation Engine | URL Shortener
Savitribai Phule Bengaluru,FastAPI | Flask | Node.js | Pandas | PostgreSQL | RabbitMQ | React | Storybook | Tailwind CSS,Blog CMS | Music Streaming Prototype | Portfolio Website | Quiz App | Scheduling System | Spam Filter
Savitribai Phule Bhopal,C++ | Flask | Git | Java | Terraform,Compiler Tiny | Edge Caching Simulator | IoT Sensor Monitor | URL Shortener
Savitribai Phule Chandipur,Azure | Bash | Elasticsearch | Kafka | MongoDB | Swift | Tailwind CSS,Fitness Tracker | Forum Platform | Image Classifier | Weather Dashboard
Savitribai Phule Chennai,CI/CD | Flask | GCP | Kafka | Kotlin | OpenCV | Redis | Storybook | Tailwind CSS | Terraform,Compiler Tiny | News Aggregator | Search Engine Mini | Social Graph Analyzer | Todo API
Savitribai Phule Coimbatore,AWS | C | CI/CD | FastAPI | Go | Rust,Course Planner | Job Portal | Recommendation Engine | Sentiment Analyzer | Todo API
Savitribai Phule Dehradun,Agile | CI/CD | Go | GraphQL | Java,Crypto Arbitrage Bot | Face Detection Tool | Fraud Detection | Map Routing App | News Aggregator | Regex Visualizer | Speech-to-Text
Savitribai Phule Ernakulam,Bash | Elasticsearch | Python | Redis | Storybook | Tailwind CSS,Auto-Grader | Crypto Arbitrage Bot | DB Index Visualizer | Network Packet Sniffer | News Aggregator
Savitribai Phule Faridabad,C++ | FastAPI | GraphQL | NumPy | OpenCV | RabbitMQ | Socket.IO | Tailwind CSS,Face Detection Tool | Multi-tenant SaaS | Spam Filter | Traffic Simulation | VR Gallery
Savitribai Phule Gurugram,Matplotlib | OpenCV | PostgreSQL | Tailwind CSS | Terraform | TypeScript,Edge Caching Simulator | Memory Allocator Demo | Music Streaming Prototype | Smart Attendance
Savitribai Phule Guwahati,C | GraphQL | OpenCV | PostgreSQL | Storybook,Compiler Tiny | Music Streaming Prototype | Recommendation Engine | Spam Filter | Todo API | URL Shortener
Savitribai Phule Gwalior,C | FastAPI | PyTorch | Terraform | TypeScript,Auto-Grader | Code Editor Lite | Gesture Recognition | Job Portal | Map Routing App | Network Packet Sniffer | Smart Attendance
Savitribai Phule Hubballi,Azure | C | Go | Kafka | Kotlin | Node.js | Storybook | TDD | TypeScript,Code Editor Lite | Crypto Arbitrage Bot | Handwriting OCR | Memory Allocator Demo | Regex Visualizer
Savitribai Phule Hyderabad,C++ | Express | Git | Kubernetes | MongoDB | Node.js | PyTorch,Expense Splitter | Map Routing App | Memory Allocator Demo | Network Packet Sniffer | Portfolio Website | Recommendation Engine | Search Engine Mini
Savitribai Phule Indore,Agile | C | Linux | Matplotlib | TDD | Terraform,Auto-Grader | Blockchain Wallet Demo | Expense Splitter | Quiz App | Sentiment Analyzer | Stock Price Tracker | VR Gallery
Savitribai Phule Jabalpur,C++ | Docker | Git | Kotlin | RabbitMQ | TypeScript | scikit-learn,Anomaly Detector | Event Ticketing | Image Classifier | News Aggregator | URL Shortener
Savitribai Phule Jaipur,Django | GCP | Java | Kafka | OpenCV | Pandas | React | TDD,Chat App | Event Ticketing | IoT Sensor Monitor | Weather Dashboard
Savitribai Phule Jodhpur,Bash | Elasticsearch | GCP | Java | Matplotlib | Pandas | Redis | Storybook | TensorFlow | TypeScript,Blockchain Wallet Demo | Course Planner | IoT Sensor Monitor | Job Portal | Regex Visualizer
Savitribai Phule Kochi,AWS | Django | FastAPI | Java | Kotlin | Kubernetes | Matplotlib | MongoDB | Node.js | TensorFlow,Chat App | Code Editor Lite | Job Portal | Recommendation Engine | Stock Price Tracker | VR Gallery
Savitribai Phule Kolkata,C | CI/CD | FastAPI | MongoDB | PyTorch | Python | RabbitMQ | TensorFlow | TypeScript,Blog CMS | Fraud Detection | Multi-tenant SaaS | Search Engine Mini
Savitribai Phule Kozhikode,C++ | Elasticsearch | Kotlin | Tailwind CSS | scikit-learn,AR Ruler | E-Commerce Site | Forum Platform | Social Graph Analyzer | VR Gallery
Savitribai Phule Lucknow,C++ | Express | Go | Node.js | OpenCV | PyTorch | React | Redis,DB Index Visualizer | Face Detection Tool | File Sharing Service | Log Parser | Multi-tenant SaaS | Network Packet Sniffer | News Aggregator
Savitribai Phule Madurai,FastAPI | GCP | Node.js | NumPy | PostgreSQL | React | TypeScript,Chat App | Code Editor Lite | Event Ticketing | IoT Sensor Monitor | Network Packet Sniffer | Quiz App
Savitribai Phule Mumbai,Agile | Azure | Django | FastAPI | PostgreSQL | PyTorch | Storybook,Anomaly Detector | Chat App | Handwriting OCR | Recommendation Engine | Traffic Simulation
Savitribai Phule Mysuru,Azure | Linux | NumPy | Pandas | Python,Crypto Arbitrage Bot | Edge Caching Simulator | News Aggregator | Recommendation Engine
Savitribai Phule Nagpur,AWS | Docker | Java | Kotlin | PostgreSQL,Anomaly Detector | Crypto Arbitrage Bot | Event Ticketing | Fitness Tracker | Fraud Detection | Gesture Recognition | Memory Allocator Demo
Savitribai Phule Noida,C | Django | Flask | Kotlin | Kubernetes | OpenCV | Redis | Socket.IO | Storybook,Anomaly Detector | Sentiment Analyzer | Spam Filter | VR Gallery
Savitribai Phule Ongole,Azure | Bash | Django | GraphQL | Kubernetes | Pandas | PostgreSQL | Storybook | Terraform,DB Index Visualizer | Fitness Tracker | Recommendation Engine | Social Graph Analyzer | VR Gallery
Savitribai Phule Patna,Bash | Django | Express | Git | Matplotlib | OpenCV | Pandas | Redis | Socket.IO,Code Editor Lite | Expense Splitter | Multi-tenant SaaS | Note Taking App | Smart Attendance | Social Graph Analyzer | VR Gallery
Savitribai Phule Pune,C | Docker | Git | Node.js | RabbitMQ,Code Editor Lite | Course Planner | Face Detection Tool | Fitness Tracker | Handwriting OCR | Weather Dashboard
Savitribai Phule Quilon,AWS | C++ | Express | GraphQL | Kotlin | Node.js | OpenCV | PyTorch | Python | Swift,Blockchain Wallet Demo | Crypto Arbitrage Bot | Expense Splitter | Multi-tenant SaaS | Smart Attendance
Savitribai Phule Raipur,Elasticsearch | Go | Java | NumPy | Pandas | PyTorch | Redis | TensorFlow | Terraform,Fraud Detection | Log Parser | Multi-tenant SaaS | Music Streaming Prototype | URL Shortener | Weather Dashboard
Savitribai Phule Ranchi,Docker | Elasticsearch | GCP | MongoDB | NumPy | Pandas | PyTorch | TDD | scikit-learn,Blog CMS | DB Index Visualizer | IoT Sensor Monitor | Quiz App | Smart Attendance | Traffic Simulation
Savitribai Phule Salem,AWS | C++ | Linux | Node.js | Python | TensorFlow,Note Taking App | Quiz App | VR Gallery | Weather Dashboard
Savitribai Phule Surat,GCP | GraphQL | Java | Node.js | NumPy | Rust | TDD | scikit-learn,Edge Caching Simulator | Face Detection Tool | Regex Visualizer | Social Graph Analyzer | VR Gallery | Weather Dashboard
Savitribai Phule Thane,CI/CD | Kotlin | MongoDB | OpenCV | Redis,Anomaly Detector | Code Editor Lite | File Sharing Service | Handwriting OCR | Search Engine Mini | URL Shortener | Weather Dashboard
Savitribai Phule Thiruvananthapuram,Bash | Docker | Express | Socket.IO | Swift,Code Editor Lite | DB Index Visualizer | Fitness Tracker | Image Classifier | Job Portal | Multi-tenant SaaS
Savitribai Phule Thrissur,C++ | Docker | Go | RabbitMQ | React,Blog CMS | DB Index Visualizer | E-Commerce Site | File Sharing Service | Recommendation Engine | Regex Visualizer | Spam Filter
Savitribai Phule Trichy,Agile | Bash | C++ | Kotlin | Node.js | NumPy | PyTorch | TDD,AR Ruler | Anomaly Detector | Blockchain Wallet Demo | Chat App | Gesture Recognition | Job Portal | Social Graph Analyzer
Savitribai Phule Udaipur,Django | Kotlin | Matplotlib | PyTorch | Tailwind CSS,Image Classifier | IoT Sensor Monitor | Regex Visualizer | Search Engine Mini
Savitribai Phule Varanasi,Django | Docker | FastAPI | Git | Go | Kubernetes | PostgreSQL | TDD,Blockchain Wallet Demo | Blog CMS | Chat App | Crypto Arbitrage Bot | Multi-tenant SaaS
Savitribai Phule Vijayawada,Azure | C++ | GCP | Go | Matplotlib | OpenCV | PostgreSQL | RabbitMQ | TensorFlow | Terraform,Blockchain Wallet Demo | Chat App | Course Planner | Social Graph Analyzer
Savitribai Phule Visakhapatnam,C | CI/CD | Kubernetes | Matplotlib | Node.js,Edge Caching Simulator | Gesture Recognition | Handwriting OCR | IoT Sensor Monitor | Log Parser | Scheduling System | Smart Attendance
Savitribai Phule Warangal,Agile | C | Django | Express | GCP | Kubernetes | MongoDB,AR Ruler | Expense Splitter | File Sharing Service | IoT Sensor Monitor | Recommendation Engine | VR Gallery
Savitribai Phule Xavierabad,Docker | GCP | Git | GraphQL | RabbitMQ | React | Socket.IO | TDD | Terraform | scikit-learn,AR Ruler | Course Planner | Expense Splitter | Scheduling System
Savitribai Phule Yamunanagar,Agile | Azure | Bash | C++ | Django | Java | NumPy | Redis | TensorFlow,AR Ruler | Blockchain Wallet Demo | E-Commerce Site | Map Routing App | Note Taking App | Social Graph Analyzer | Traffic Simulation
Savitribai Phule Zirakpur,Go | GraphQL | Java | Kubernetes | Linux | PostgreSQL | RabbitMQ | Storybook,Blockchain Wallet Demo | Handwriting OCR | Image Classifier | Music Streaming Prototype | Weather Dashboard
School of Computer Science Aaravpur,Azure | CI/CD | GCP | Go | GraphQL | Kubernetes | NumPy | RabbitMQ | Terraform,Compiler Tiny | Multi-tenant SaaS | Network Packet Sniffer | Weather Dashboard
School of Computer Science Amritsar,C++ | Node.js | OpenCV | React | Rust | Tailwind CSS | scikit-learn,Fraud Detection | Gesture Recognition | Map Routing App | Multi-tenant SaaS | Music Streaming Prototype | Sentiment Analyzer
School of Computer Science Baroda,Bash | CI/CD | FastAPI | Git | Linux | Matplotlib | PyTorch | TDD,Fraud Detection | Job Portal | Social Graph Analyzer | URL Shortener
School of Computer Science Belagavi,Kafka | Matplotlib | Node.js | Pandas | PyTorch | React | Storybook | TensorFlow | Terraform,Blog CMS | Code Editor Lite | Fitness Tracker | Gesture Recognition | Portfolio Website | Social Graph Analyzer
School of Computer Science Bengaluru,Agile | Azure | Elasticsearch | Matplotlib | React,Chat App | DB Index Visualizer | Job Portal | Map Routing App | Memory Allocator Demo | Network Packet Sniffer
School of Computer Science Bhopal,CI/CD | Django | Kafka | Kubernetes | Linux | Matplotlib | RabbitMQ | Storybook | Tailwind CSS | TypeScript,Anomaly Detector | Course Planner | Multi-tenant SaaS | Portfolio Website | Sentiment Analyzer | Speech-to-Text
School of Computer Science Chandipur,AWS | Docker | Elasticsearch | Express | MongoDB | Terraform | scikit-learn,Expense Splitter | Fitness Tracker | Handwriting OCR | Portfolio Website | Social Graph Analyzer
School of Computer Science Chennai,C | FastAPI | Git | Java | MongoDB,Compiler Tiny | Crypto Arbitrage Bot | Event Ticketing | Scheduling System
School of Computer Science Coimbatore,Bash | C++ | Git | Java | OpenCV | Python | RabbitMQ,Map Routing App | Note Taking App | Portfolio Website | Quiz App | Speech-to-Text | Traffic Simulation
School of Computer Science Dehradun,C++ | FastAPI | Kubernetes | Node.js | Pandas | Rust | Storybook | TDD | scikit-learn,Blockchain Wallet Demo | Chat App | Course Planner | Handwriting OCR | Multi-tenant SaaS
School of Computer Science Ernakulam,Azure | C | C++ | CI/CD | Kotlin | Linux | PyTorch | React | TensorFlow | TypeScript,Blog CMS | Expense Splitter | Fitness Tracker | Image Classifier | VR Gallery
School of Computer Science Faridabad,C | Docker | Git | Tailwind CSS | scikit-learn,Blog CMS | Course Planner | Image Classifier | Sentiment Analyzer | Spam Filter | VR Gallery
School of Computer Science Gurugram,Docker | NumPy | PostgreSQL | Redis | TypeScript,Blockchain Wallet Demo | File Sharing Service | Memory Allocator Demo | Sentiment Analyzer
School of Computer Science Guwahati,Bash | Django | FastAPI | Flask | PyTorch | scikit-learn,File Sharing Service | Handwriting OCR | Music Streaming Prototype | Note Taking App
School of Computer Science Gwalior,Agile | Azure | C | Django | Elasticsearch | GCP | Linux | Matplotlib | Socket.IO | Swift,Auto-Grader | Crypto Arbitrage Bot | Face Detection Tool | Quiz App | Speech-to-Text | Traffic Simulation
School of Computer Science Hubballi,Git | Go | MongoDB | PyTorch | Storybook,Anomaly Detector | E-Commerce Site | Edge Caching Simulator | Scheduling System | URL Shortener
School of Computer Science Hyderabad,C++ | Flask | GCP | Git | Go | MongoDB | Node.js | Rust | TensorFlow | Terraform,AR Ruler | Compiler Tiny | Edge Caching Simulator | IoT Sensor Monitor | Quiz App | Todo API
School of Computer Science Indore,AWS | Agile | Docker | Go | RabbitMQ | Storybook | Swift | scikit-learn,Anomaly Detector | Blog CMS | Forum Platform | Job Portal | Map Routing App | Multi-tenant SaaS | Network Packet Sniffer
School of Computer Science Jabalpur,AWS | Azure | C | Pandas | RabbitMQ | Tailwind CSS,Portfolio Website | Spam Filter | Stock Price Tracker | Traffic Simulation | VR Gallery
School of Computer Science Jaipur,AWS | C | C++ | GraphQL | Kotlin | Kubernetes | Rust | Storybook | TDD | TensorFlow,AR Ruler | Chat App | Compiler Tiny | E-Commerce Site | Fraud Detection | IoT Sensor Monitor | Smart Attendance
School of Computer Science Jodhpur,Go | Java | Kubernetes | MongoDB | NumPy | RabbitMQ,Face Detection Tool | IoT Sensor Monitor | Spam Filter | Weather Dashboard
School of Computer Science Kochi,C++ | GCP | Git | NumPy | OpenCV | PostgreSQL | TDD,Anomaly Detector | Auto-Grader | Blockchain Wallet Demo | E-Commerce Site | Expense Splitter | Portfolio Website | Social Graph Analyzer
School of Computer Science Kolkata,AWS | Django | Express | GCP | Java | Matplotlib | Python | Storybook | scikit-learn,Auto-Grader | Blog CMS | Crypto Arbitrage Bot | Expense Splitter | Spam Filter
School of Computer Science Kozhikode,Agile | Azure | Bash | Elasticsearch | Express | Kubernetes | PostgreSQL | React | Tailwind CSS | Terraform,Auto-Grader | Fitness Tracker | Forum Platform | Multi-tenant SaaS | Network Packet Sniffer | Scheduling System | Traffic Simulation
School of Computer Science Lucknow,Bash | C++ | CI/CD | Git | NumPy | Redis,Blog CMS | Face Detection Tool | Forum Platform | Smart Attendance
School of Computer Science Madurai,Azure | Bash | C++ | Express | GraphQL | NumPy | PostgreSQL | RabbitMQ,Blockchain Wallet Demo | Forum Platform | Memory Allocator Demo | News Aggregator | URL Shortener | VR Gallery
School of Computer Science Mumbai,AWS | C | Kubernetes | MongoDB | OpenCV | PyTorch | Python | React | Storybook,Code Editor Lite | Course Planner | Fraud Detection | IoT Sensor Monitor | Multi-tenant SaaS | URL Shortener
School of Computer Science Mysuru,Azure | Docker | Flask | Go | RabbitMQ | Rust | Socket.IO | Tailwind CSS,Crypto Arbitrage Bot | Face Detection Tool | File Sharing Service | Image Classifier | Recommendation Engine | Traffic Simulation | URL Shortener
School of Computer Science Nagpur,C | C++ | Express | Kafka | Matplotlib | Socket.IO | Swift | Tailwind CSS,Anomaly Detector | Auto-Grader | Blockchain Wallet Demo | Course Planner | Face Detection Tool | Job Portal | Network Packet Sniffer
School of Computer Science Noida,Agile | Git | Kotlin | NumPy | OpenCV | React | Redis | Rust,Fraud Detection | Image Classifier | Log Parser | Map Routing App | Network Packet Sniffer | Quiz App | Weather Dashboard
School of Computer Science Ongole,Bash | GCP | Java | Kotlin | Kubernetes | Node.js | Swift | Tailwind CSS | Terraform | TypeScript,E-Commerce Site | Face Detection Tool | Log Parser | Memory Allocator Demo | Sentiment Analyzer | Spam Filter | Weather Dashboard
School of Computer Science Patna,C++ | CI/CD | Django | FastAPI | Git | Kotlin | PostgreSQL | Rust | Swift,AR Ruler | Anomaly Detector | Crypto Arbitrage Bot | Face Detection Tool
School of Computer Science Pune,Bash | Go | Python | React | Swift,Code Editor Lite | Face Detection Tool | Fitness Tracker | Fraud Detection | Image Classifier
School of Computer Science Quilon,C | Elasticsearch | Kubernetes | NumPy | Python | Rust | Socket.IO | Storybook | TypeScript,AR Ruler | Blog CMS | Edge Caching Simulator | Spam Filter | Speech-to-Text
School of Computer Science Raipur,Agile | Elasticsearch | PostgreSQL | Tailwind CSS | Terraform,Anomaly Detector | Blockchain Wallet Demo | Blog CMS | Fitness Tracker
School of Computer Science Ranchi,Git | Matplotlib | PyTorch | Redis | TDD | TypeScript,Auto-Grader | Chat App | Crypto Arbitrage Bot | Expense Splitter | Job Portal | Multi-tenant SaaS | Music Streaming Prototype
School of Computer Science Salem,AWS | GCP | GraphQL | NumPy | Rust | scikit-learn,Blog CMS | Crypto Arbitrage Bot | Log Parser | Note Taking App | Scheduling System | Speech-to-Text | VR Gallery
School of Computer Science Surat,Kotlin | Linux | Matplotlib | NumPy | Storybook,Compiler Tiny | Forum Platform | Scheduling System | URL Shortener
School of Computer Science Thane,Agile | CI/CD | Kubernetes | Linux | Python | Swift | TypeScript,Blog CMS | Log Parser | Map Routing App | Search Engine Mini
School of Computer Science Thiruvananthapuram,Docker | Java | Kotlin | Kubernetes | Linux,Anomaly Detector | Course Planner | Forum Platform | Image Classifier | Social Graph Analyzer | Stock Price Tracker
School of Computer Science Thrissur,Django | Express | Flask | OpenCV | PyTorch | Redis | Rust | Tailwind CSS,Auto-Grader | Crypto Arbitrage Bot | E-Commerce Site | Event Ticketing | Fitness Tracker | Gesture Recognition | Scheduling System
School of Computer Science Trichy,Express | GraphQL | Kotlin | Node.js | NumPy | TypeScript,Chat App | Event Ticketing | Image Classifier | IoT Sensor Monitor | Note Taking App | Search Engine Mini | VR Gallery
School of Computer Science Udaipur,Azure | C | CI/CD | GraphQL | Kubernetes | PyTorch,Crypto Arbitrage Bot | DB Index Visualizer | IoT Sensor Monitor | News Aggregator | Portfolio Website | Recommendation Engine | Scheduling System
School of Computer Science Varanasi,Agile | Flask | MongoDB | Node.js | Swift | Tailwind CSS,Auto-Grader | Face Detection Tool | Memory Allocator Demo | Social Graph Analyzer
School of Computer Science Vijayawada,Agile | Bash | Express | Flask | OpenCV | Pandas | Redis | Socket.IO | Storybook | Tailwind CSS,Auto-Grader | Edge Caching Simulator | Event Ticketing | Face Detection Tool | Fraud Detection | Recommendation Engine
School of Computer Science Visakhapatnam,Docker | Express | Flask | Kotlin | Kubernetes | OpenCV | React | Tailwind CSS | Terraform | scikit-learn,Fitness Tracker | Forum Platform | Image Classifier | Smart Attendance
School of Computer Science Warangal,Agile | C++ | Docker | Git | Go | React | TensorFlow,Course Planner | Edge Caching Simulator | Log Parser | Note Taking App | Portfolio Website | Sentiment Analyzer
School of Computer Science Xavierabad,Kafka | Node.js | Python | React | Terraform,Code Editor Lite | Image Classifier | Sentiment Analyzer | Smart Attendance | Stock Price Tracker
School of Computer Science Yamunanagar,CI/CD | Docker | Elasticsearch | GCP | Go | Linux | NumPy,Code Editor Lite | Edge Caching Simulator | Gesture Recognition | Handwriting OCR | Network Packet Sniffer | Traffic Simulation | Weather Dashboard
School of Computer Science Zirakpur,Agile | Docker | GraphQL | Linux | Pandas | Redis | Socket.IO | Tailwind CSS | TensorFlow,Chat App | Crypto Arbitrage Bot | Map Routing App | Note Taking App | Recommendation Engine | Weather Dashboard
Shri Aaravpur,Bash | C++ | Django | Git | Java | Matplotlib | OpenCV | Pandas | PyTorch | Tailwind CSS,Code Editor Lite | Expense Splitter | IoT Sensor Monitor | Multi-tenant SaaS | Spam Filter | Stock Price Tracker | URL Shortener
Shri Amritsar,C | Django | FastAPI | Go | Kubernetes | Linux | Node.js | PostgreSQL | Socket.IO,Anomaly Detector | Compiler Tiny | File Sharing Service | Recommendation Engine | Spam Filter
Shri Baroda,Linux | Matplotlib | Node.js | NumPy | Python,E-Commerce Site | Edge Caching Simulator | Fitness Tracker | Fraud Detection | Music Streaming Prototype | Network Packet Sniffer | Smart Attendance
Shri Belagavi,Git | GraphQL | MongoDB | Node.js | NumPy,Auto-Grader | File Sharing Service | Note Taking App | Social Graph Analyzer
Shri Bengaluru,AWS | Bash | C | Django | Docker | Elasticsearch | FastAPI | Flask | RabbitMQ | React,Edge Caching Simulator | Face Detection Tool | Social Graph Analyzer | Spam Filter
Shri Bhopal,Docker | Express | Linux | RabbitMQ | Rust,Blog CMS | Compiler Tiny | Crypto Arbitrage Bot | DB Index Visualizer | Traffic Simulation
Shri Chandipur,Docker | Elasticsearch | FastAPI | Kotlin | Matplotlib | OpenCV | PostgreSQL | React | Socket.IO,Chat App | Course Planner | E-Commerce Site | Face Detection Tool | Forum Platform | Note Taking App | Quiz App
Shri Chennai,Bash | C | OpenCV | Pandas | TDD,AR Ruler | Course Planner | Handwriting OCR | Log Parser | Social Graph Analyzer | Spam Filter | Todo API
Shri Coimbatore,C | FastAPI | GCP | Kafka | Matplotlib | MongoDB | OpenCV | Storybook | TDD | TensorFlow,DB Index Visualizer | File Sharing Service | Fitness Tracker | Scheduling System | Stock Price Tracker
Shri Dehradun,Azure | Bash | NumPy | Rust | Storybook | TensorFlow,Anomaly Detector | Edge Caching Simulator | Expense Splitter | Fitness Tracker | Note Taking App
