Project Name,Subject Skill Needed
Anomaly Detector - Cloud v27,Computer Networks
Search Engine Mini - Data v5,Finite Automata
Auto-Grader - Edge v13,Finite Automata
Anomaly Detector - Edge v20,Machine Learning
Compiler Tiny - ML v15,Computer Networks
Sentiment Analyzer - Systems v15,Finite Automata
Todo API - Mobile v2,Machine Learning
Blockchain Wallet Demo - Edge v25,Discrete Mathematics
Todo API - Mobile v18,Data Structures and Algorithms
Todo API - ML v4,Computer Networks
URL Shortener - Web v6,Discrete Mathematics
Event Ticketing - ML v17,Finite Automata
Course Planner - ML v19,Machine Learning
Spam Filter - Systems v28,Data Structures and Algorithms
Social Graph Analyzer - Cloud v14,Machine Learning
Blockchain Wallet Demo - Cloud v22,Computer Organization
VR Gallery - Web v10,Finite Automata
Forum Platform - Data v19,Machine Learning
Anomaly Detector - Mobile v11,Discrete Mathematics
Edge Caching Simulator - Web v30,Machine Learning
Crypto Arbitrage Bot - Edge v16,Machine Learning
Handwriting OCR - Cloud v5,Computer Networks
IoT Sensor Monitor - ML v18,Discrete Mathematics
Crypto Arbitrage Bot - Web v2,Machine Learning
Log Parser - Cloud v17,Data Structures and Algorithms
Regex Visualizer - Systems v28,Computer Networks
Todo API - Systems v29,Computer Organization
URL Shortener - Edge v11,Machine Learning
Face Detection Tool - Web v1,Finite Automata
Chat App - ML v18,Computer Networks
Map Routing App - Data v20,Computer Organization
Weather Dashboard - Web v8,Discrete Mathematics
Todo API - ML v7,Finite Automata
Stock Price Tracker - Web v26,Computer Organization
Quiz App - Edge v8,Discrete Mathematics
Forum Platform - Mobile v27,Computer Networks
Scheduling System - Web v26,Computer Organization
Anomaly Detector - Cloud v21,Discrete Mathematics
Memory Allocator Demo - Systems v1,Data Structures and Algorithms
News Aggregator - ML v21,Computer Organization
Traffic Simulation - Mobile v20,Data Structures and Algorithms
DB Index Visualizer - ML v18,Data Structures and Algorithms
Crypto Arbitrage Bot - ML v17,Data Structures and Algorithms
Job Portal - ML v11,Data Structures and Algorithms
Social Graph Analyzer - Web v17,Machine Learning
Compiler Tiny - Web v7,Finite Automata
Spam Filter - Web v29,Computer Organization
Regex Visualizer - Edge v5,Data Structures and Algorithms
Sentiment Analyzer - Systems v30,Data Structures and Algorithms
Quiz App - Mobile v26,Finite Automata
Image Classifier - Edge v22,Computer Organization
Sentiment Analyzer - Edge v17,Data Structures and Algorithms
Regex Visualizer - Data v15,Machine Learning
Sentiment Analyzer - Cloud v3,Discrete Mathematics
Fitness Tracker - Cloud v4,Finite Automata
E-Commerce Site - ML v15,Computer Organization
Fitness Tracker - Web v10,Machine Learning
Note Taking App - Cloud v10,Computer Organization
VR Gallery - Cloud v13,Computer Organization
Regex Visualizer - Web v2,Machine Learning
Crypto Arbitrage Bot - ML v25,Computer Networks
Fraud Detection - Web v15,Machine Learning
Network Packet Sniffer - Web v29,Computer Networks
Log Parser - Mobile v2,Discrete Mathematics
Code Editor Lite - Data v23,Discrete Mathematics
Course Planner - Web v8,Computer Networks
Music Streaming Prototype - ML v4,Discrete Mathematics
Social Graph Analyzer - Web v2,Machine Learning
Smart Attendance - Data v3,Discrete Mathematics
Code Editor Lite - ML v13,Discrete Mathematics
DB Index Visualizer - Data v30,Computer Organization
Blockchain Wallet Demo - ML v15,Computer Organization
Log Parser - Cloud v27,Machine Learning
Scheduling System - Systems v19,Discrete Mathematics
Regex Visualizer - Data v12,Computer Networks
Multi-tenant SaaS - Web v24,Computer Organization
Recommendation Engine - ML v23,Finite Automata
VR Gallery - ML v24,Computer Networks
IoT Sensor Monitor - Data v1,Machine Learning
Social Graph Analyzer - Systems v12,Computer Organization
Job Portal - Web v14,Discrete Mathematics
Scheduling System - Mobile v9,Discrete Mathematics
Course Planner - Cloud v15,Discrete Mathematics
Fitness Tracker - Mobile v19,Computer Networks
Sentiment Analyzer - Web v3,Computer Organization
Code Editor Lite - Edge v10,Machine Learning
Expense Splitter - Systems v2,Computer Organization
URL Shortener - Cloud v14,Machine Learning
Blockchain Wallet Demo - ML v25,Data Structures and Algorithms
File Sharing Service - Cloud v6,Computer Organization
Network Packet Sniffer - Data v25,Machine Learning
News Aggregator - Edge v14,Computer Organization
Scheduling System - Web v13,Finite Automata
AR Ruler - ML v20,Computer Organization
Face Detection Tool - ML v21,Data Structures and Algorithms
Anomaly Detector - Data v14,Machine Learning
VR Gallery - Mobile v16,Discrete Mathematics
Blog CMS - Mobile v8,Machine Learning
Quiz App - Cloud v7,Computer Organization
Gesture Recognition - Edge v28,Finite Automata
Blockchain Wallet Demo - Cloud v11,Discrete Mathematics
Log Parser - ML v27,Data Structures and Algorithms
Speech-to-Text - Data v10,Discrete Mathematics
Multi-tenant SaaS - Cloud v15,Finite Automata
Forum Platform - Cloud v19,Computer Networks
Todo API - Data v3,Data Structures and Algorithms
Gesture Recognition - Edge v24,Computer Networks
Expense Splitter - Web v15,Computer Networks
Event Ticketing - Edge v17,Machine Learning
Portfolio Website - Web v12,Computer Networks
Crypto Arbitrage Bot - Cloud v27,Computer Networks
Smart Attendance - Web v15,Finite Automata
Crypto Arbitrage Bot - Data v19,Machine Learning
Speech-to-Text - Edge v4,Data Structures and Algorithms
Log Parser - Web v5,Discrete Mathematics
Music Streaming Prototype - Mobile v25,Finite Automata
E-Commerce Site - Data v8,Computer Organization
Social Graph Analyzer - Web v4,Finite Automata
News Aggregator - Web v20,Data Structures and Algorithms
Chat App - Web v30,Computer Organization
Scheduling System - Mobile v15,Finite Automata
Stock Price Tracker - Edge v24,Machine Learning
File Sharing Service - Web v29,Machine Learning
Face Detection Tool - Mobile v24,Discrete Mathematics
News Aggregator - Data v25,Computer Networks
Speech-to-Text - Edge v14,Discrete Mathematics
Recommendation Engine - ML v1,Computer Networks
VR Gallery - Systems v30,Computer Networks
Scheduling System - Cloud v22,Computer Organization
Expense Splitter - Mobile v7,Computer Networks
Course Planner - Web v6,Finite Automata
Fitness Tracker - Mobile v30,Computer Organization
VR Gallery - Cloud v6,Finite Automata
Forum Platform - Web v27,Computer Networks
Portfolio Website - Web v6,Discrete Mathematics
Multi-tenant SaaS - Cloud v16,Data Structures and Algorithms
Network Packet Sniffer - Web v17,Discrete Mathematics
File Sharing Service - Mobile v6,Computer Organization
Chat App - Mobile v17,Discrete Mathematics
Multi-tenant SaaS - Mobile v13,Discrete Mathematics
Quiz App - Cloud v6,Machine Learning
VR Gallery - Cloud v28,Computer Networks
Spam Filter - Cloud v14,Computer Organization
Face Detection Tool - ML v4,Finite Automata
Edge Caching Simulator - Data v7,Discrete Mathematics
Edge Caching Simulator - Cloud v16,Machine Learning
Regex Visualizer - Web v4,Machine Learning
Auto-Grader - Data v3,Machine Learning
AR Ruler - Mobile v14,Discrete Mathematics
Auto-Grader - Web v10,Computer Organization
AR Ruler - Systems v14,Machine Learning
Fraud Detection - ML v13,Discrete Mathematics
Forum Platform - Systems v4,Data Structures and Algorithms
Crypto Arbitrage Bot - Data v8,Computer Networks
Regex Visualizer - Cloud v11,Data Structures and Algorithms
Gesture Recognition - Edge v19,Data Structures and Algorithms
Search Engine Mini - Edge v7,Machine Learning
Expense Splitter - Data v13,Computer Networks
Memory Allocator Demo - Web v22,Finite Automata
